Argument1,Argument2,Label
"""He released himself from the handcuffs after he was spoken to by police""

1/10 for dedication to the cause.

It's like an #InsulateBritain protestor getting off the road after the first motorist shouts 'wanker' at them. https://t.co/86b1F6zfO7",@GBNEWS #InsulateBritain can’t they find someone who speaks properly? Well done the judge!  They do seem to be upset about being locked up 😂,1
"@rachaelvenables Insert Brain have been very inactive over the last week. Perhaps they're rethinking their strategies. Or maybe they're going to subscribe to the concept of insanity - doing the same thing over and over again, expecting things to change.

#insulatebritain #prison #climatechange","@extinctsymbol We NEED politicians &amp; govts to really give a fek wrt #ClimateEmergency. Our role is to keep pressurising them by supporting #ExtinctionRebellion &amp; #InsulateBritain

We can STOP using #Plastics, wasting #Energy, using #Cars but its nothing vs banning #FossilFuels subsidies

#Marr https://t.co/6Dip6Y3GGZ",0
"@pritipatel Yeah, great, because this isn't disruptive at all😡 #ClimateEmergency #InsulateBritain https://t.co/S8eQvtNJpT","When you see these fucking insulate Britain idiots, why would we want to save the country and the planet, if that is who we would be saving. Fucking mongs! 🤦🏻‍♂️ #InsulateBritain",0
"@Channel4News @MinnieStephC4 Great job Tracey Mulligan, telling Minnie what she should be doing! How often does our scum media ask the right questions? What is more important than climate change? #C4News #InsulateBritain #ClimateEmergency https://t.co/a8MWBFU3oU",Solidarity with @InsulateLove  today. Deep respect for the courage and action they're showing #InsulateBritain https://t.co/Of1r2vBCdz,1
"@thewritertype Let's let all criminals out.
You know. For the environment.

There is no end to the stupid and frankly desperate analogies from the supporters of #InsulateBritain's #Thug9","Eco-zealot takes positive action to reduce her carbon footprint. #HungerStrike #InsulateBritain
https://t.co/pZxcDBftv2",0
"#InsulateBritain idiot facing jail over road protests ‘would do it all again’ Not from jail you won’t 👋 and are you now inciting violence 🙄 I’d vote #green @CarolineLucas if they weren’t anti women🙏 democracy stops #climatechange

https://t.co/nTvw6w0fbs",@janeausten123 It is very good and welcome news that the Thug 9 from #InsulateBritain are getting the prison sentences they deserve.,1
#InsulateBritain I hear are now know as #inCell8britain 😂 https://t.co/v4lKNAGzdg,"@Ma1ick The answer is to take crimes against women more seriously.
Not to being more lenient towards the thugs from #InsulateBritain",1
"@Racey1979 @InsulateLove Watermelon is an accurate description of me - green on the outside, red on the inside - except I don't hide the fact that I care as much about people as I do the planet... As does #InsulateBritain",Zero sympathy for Oliver and his #InsulateBritain mates. They caused problems and anguish for average working class citizens trying to go about their Lawful Business and trying to earn a crust. So I hope they enjoy a few weeks inside! https://t.co/QfMGFajz0u,0
"https://t.co/eirSweDeM4
Nine Insulate Britain activists jailed for breaching injunction to prevent road blockades

What a good result ! 
#InsulateBritain https://t.co/i8I3jmxBoO","#Breaking

The Crusty Crims of #InsulateBritain are off to the clink!

Good, you made lives a misery for countless people.

If you have a cause, canvas support, create a policy, stand for election, and win.",1
#InsulateBritain representative on @bbc5live is making sense even with the badgering &amp; ridiculous questions. People do not want to hear it BUT they are right. Housing stock is one of the biggest contributors of CO2 emissions &amp; the government ARE FAILING US ALL! #ClimateEmergency,"#InsulateBritain One of these nutters is going on Hunger strike as the ""Anti Food"" group are blocking the entrance to the cell ""..Nice one",0
"Wow, so peaceful protesters to spend Christmas in prison for caring about the environment whilst our government break the law, tell lies and shaft the entire country on a daily basis with zero consequence 👍
#britiangoingunder 
#InsulateBritain 
#ToryCriminals","Jailing people for contempt of court is perfectly fair &amp; just. #InsulateBritain need to win hearts &amp; minds, not alienate people. Going to prison will not aid their cause as people will simply write them off as criminals and disregard them &amp; they mess up their lives for nothing.",0
https://t.co/vdw88kh08k imprisoning protestors may work in the short-term but depending on how many people protesting in relation to #InsulateBritain are willing to keep protesting and face prison terms tthe punishment might not continue to be viable,"@richardshears The early bird gets the worm, as nationally there is a chronic lack of skilled trades people and materials to #InsulateBritain.",1
"The fact that a group of #InsulateBritain activists are being wrongly imprisoned just shows how fascist this Government is. 
I’m very worried for our future 🙄",Congrats guys we got the people that sat in a road protesting about the future of our world in jail! We smashed it! Right?! Right!? #InsulateBritain https://t.co/7Q10cYJnxq,1
"Can not stand @y_alibhai when she’s on #JeremyVine. These #InsulateBritain campaigners deserve to be jailed for their crimes. I have sympathy for their cause, but they are absolutely going about it the wrong way! It’s a disgrace and jail terms are suitable for their disruption.","'It is likely to be just five to ten years before we crash through the 1.5°C guardrail, 2°C following only 10 to 20 years later. So much for the relevance of the distant net zero target of 2050.' #riseup #ActNow #InsulateBritain #extinctionrebellion https://t.co/qAzMGAp9SI",0
"""There's nothing else left but to rebel against the people in power
Mass Civil disobedience and peaceful  but persistent disruption
#directaction 
#InsulateBritain 
Don't you admire these actions in Australia and Germany""
via Dina Powves https://t.co/uP0wbY9TJY",Blocking roads to demand we take urgent action to confront climate change starts to look reasonable when you look at what climate change can do to roads. #InsulateBritain https://t.co/1RwotVhKcJ,1
"Awww did playing protestor now become a reality.

Tough shit my lad.

#Insulatebritain https://t.co/yhf6eRwBPV",“This looks to me to have all the #genius of the #cheapestsolution for as long as @HastingsInPress &amp; other local forces don’t #kickupastink on behalf of #delayedmotorists.I see so much less anger here than RE #InsulateBritain;why do you suppose ‘tis? #Silverhill #StLeonardsOnSea https://t.co/SxlHM2Upxf,1
Oh for god’s sake! I have more sympathy for Richard Ratcliffe’s hunger strike to draw attention to the plight of his wife Nazanin than I do for a moaning minnie who can’t cope with a substantially shorter sentence than she has had to suffer. Get over it ffs!#InsulateBritain #M25 https://t.co/TzHbt34aA2,"https://t.co/xpncduCPKU🤣🤣🤣

Insulate Britain activists are all JAILED: Judge sends eight to prison for four months for breaking injunction... and a ninth gets SIX months after he said: 'Jail me or I'll block motorways AGAIN'

They won't be doing THAT again😂

#insulatebritain",1
"More Drivel from the #Fascist #InsulateBritain 

#StAlbans https://t.co/BrR5Gv7j1V","Bloody #InsulateBritain blocking ambulances before they have even left hospital !! No, wait that wasn't them at all, it was these frauds aka the @Conservatives https://t.co/Ji37K9ofb6",1
"U.K. has some of the oldest, leakiest homes in WesternEurope. We need help to insulate them + save energy. #InsulateBritain @InsulateLove #DirectAction #WeWantToLive #COP26failure #FaceTheClimateEmergency #ActNow #WeHaveRunOutOfTime WiveyXR in Taunton town centre...... https://t.co/BfJEg1wZXw","@nufcfanatic77 @IsSaddleThereIs @grantshapps @NationalHways Awful but as caller on @lbc @mrjamesob show pointed out they were possibly also delaying burglars, terrorists, rapists, tax avoiders, drug runners, gang members, county lines,  etc. Not all journeys are necessary or for the greater good  #InsulateBritain simple message #COP26",1
"The #InsulateBritain protesters were annoying yeah of course and I’d often said they needed to protest outside Downing St and not take it out on ordinary people BUT to jail them? Nah, it’s a bit extreme. What a waste of money ffs",I love that they’re passionate but the #InsulateBritain folks need to have a think about how they come across to anyone yet to be convinced. The ranting and shouting on the telly just now won’t help their cause at all,1
"BREAKING NEWS: I'm hearing #insulatebritain activists have blocked the landing on A wing in Wormwood Scrubs, preventing the library trolley from getting through.","“We only become powerful when we act together as citizens, democratically”

#CitizensAssembly #PeoplesAssembly #ActNow #RebelForLife #NVDA #InsulateBritain #ExtinctionRebellion https://t.co/b7FuyDymbi",0
How was your first night in prison? #InsulateBritain,"#InsulateBritain 

Christmas is cancelled.

They also should be prosecuted for offensive remarks to victims of actual genocide #hatespeech 

https://t.co/CPDNIv6EVG",1
Solidarity with those jailed after the #insulatebritain protests. A jail sentence is completely wrong and authoritarian. They are now political prisoners. @BorisJohnson should be ashamed of his government. #InsulateBritain,@GMB #InsulateBritain you don’t make change causing chaos and anger amongst people! This does not make people sympathise and want too listen this creates hashtags such as #InsulateBritainLoonies,0
Good. What absolute tossers #insulatebritain #copmorons  https://t.co/TFzn6lxS4l,"@bearwitness2019 If these sentences for the #Thug9 from #InsulateBritain are the start of fair and proportionate sentences for such thugs, then it certainly will be the start of something meaningful.
Let's hope so!",1
"#InsulateBritain protestors jailed, but “nothing to see here” wrt #ToryCorruption . Of course.",#InsulateBritain activist says he will block more roads if not jailed https://t.co/ZwNlWH5gEo,0
"Quelle surprise...

Jailed Insulate Britain protester went globe-trotting in a gas-guzzling 4x4 pick-up truck

#hypocrites #InsulateBritain 

https://t.co/cx1c36b4kS","@DarrenBar88 Stating a fact about this good and important ruling.

Greens showing yet again that their moral compass is even worse than the Tories.
That is what is shameful.
#InsulateBritain",1
I don’t like the tactics used by #InsulateBritain activists but insulating homes is the best way to cut back on using energy to heat our homes. However it will be very costly and difficult in older homes in the U.K.,"@NorthantsLive Meanwhile, nine activists trying to defend our futures are sentenced to prison time for the same disruption. #HighwayNine #InsulateBritain",0
@Nigel_Farage Brilliant.....just jail all of them. @BorisJohnson @pritipatel @grantshapps #GBNews #InsulateBritain,"Week 28 - 16/11/2021:

Insulate Britain: 'Stand with us against UK government or face the end of civilisation'.
@allthecitizens #KeepingTheReceipts #Policing #InsulateBritain

https://t.co/pQVx6UDBtn

https://t.co/NQVqboBL00 https://t.co/DH8G8JOxnV",0
"@Independent Examples being #ExtinctionRebellion - driving diesel cars not electric
#InsulateBritain - people who want  insulation but don't want to pay for it.
#twitterwarriors - all moaning about environment/rights while using mobile phones packed with rare earth minerals mined by children","Anyone who thinks that the climate and biodiversity crisis will be averted without many more of us being imprisoned, and worse, simply does not understand the power of the vested interests we are fighting. #InsulateBritain #ExtinctionRebellion",0
"Contact us at https://t.co/KwdPZTmjte for #CivilResistance. 
Radical evil needs radical resistance. There is no choice. We owe it to our kids and their kids and umpteen generations to come. UK Gov't cannot even #InsulateBritain. It has only done ONE FIFTH OF ITS CLIMATE TARGETS. https://t.co/nAru7V5N17",Just heard that all the #InsulateBritain idiots got sent to prison. Shame. https://t.co/xRZ455CKzC,0
@IainDale I wish you'd spend the time wasted on discussing the #InsulateBritain sentences on a rigourous critique of the govts appalling Green policies. That might go some way to holding the govt to acct &amp; negate the need for protests in the 1st place!  #lbc,"Good that action has been taken against them. Their methods are dangerous and divisive, there has to be a better way.#InsulateBritain",0
@ArtsTrapper 😂😂 #InsulateBritain jailbirds better not bend down to glue their face to the shower walls!,"@SteveBTooze @revoltinghippie Much love and solidarity to the heroic judge who locked up the #Thug9. Time for more judges to rise up against these vigilantes.
#InsulateBritain #ExtinctionRebellion",1
#InsulateBritain  #ClimateCrisis  #COP26Glasgow with @damiengayle @MaeveShearlaw @guardian,"#InsulateBritain are supposedly trying to get buildings insulated, has to be said their campaign seems to have almost nothing to do with this.

#Russia is a dictatorship, #PRC is more of an #oligarchy, #UK is mixed system, a lot of oligarchy, #ChurchofEngland is largely oligarchy https://t.co/tcNJwx65su",0
"No wonder so many Brits are embarrassed by, or disapprove of, passionate public protest. Our entire media bows to a head of state celebrated for her stiff upper lip, stoicism &amp; lack of emotion, defined by her inability to express opinion or preference. #insulatebritain",#InsulateBritain activists jailed for blocking the M25! WTF!  Peaceful protest should not result in jail!,1
@Lile_sosanna Many of the rest of us will be sending #Christmas cards to the judge who rightly sent the #Thug9 from #InsulateBritain to prison.,"Do the crime, serve the time. You deserve to be harshly punished for terrorising innocent members of the public with your ridiculous stunts.

Never forget your blockades killed a woman (who had a stroke and couldn’t get to hospital). #InsulateBritain https://t.co/of4XixpNw6 https://t.co/dSE6Ye1uOa",1
"Blocking everyday people going about their business, getting to work, hospitals, schools, to see loved ones, isnt going to get you sympathy to the cause. The method is wrong &amp; the message is lost. You break the law, you get locked up. Find a better way #InsulateBritain @GMB","🌍💚💙🌎💚💙🌏⚖️⏰#uninhabitable #ToxicEcosystem #ClimateJusticeAction 
#FrequentFlyerLevy #EndFossilFinanceChaos @LossAndDamage #ClimateEmergency #BiodiversityCrashes #BiodiversityMatters #BeAConsciousVoterX #1.5Cmax #NoPlanetB 
#WasteLessEnergy #InsulateBritain @washingtonpost https://t.co/oTwJX7mmrp",0
"You have to respect #InsulateBritain’s Ana Heyatawin, Louis McKechnie, Dr Ben Buse, Roman Paluch-Machnik, Oliver Rock, Emma Smart, Tim Speers, James Thomas and Ben Taylor. Must be such a hard day for their families.","“No manageable future” translated means we’re all gonna ducking die. But nobody’s saying it straight. Just polite words dusted in a vat of sugar. 
Thanks to #InsulateBritain @InsulateLove for resisting the Shit Show. UK only done 1/5th climate targets. #ClimateFuckingEmergency https://t.co/oTqD3MdkFr",1
Pretty sure a warm welcome awaits #InsulateBritain in various hmp establishments across the country tonight .,""" #ClimateCrisis "" says the Insulate Britain wanker's husband  &amp; I think Andrew Pierce just muttered that she's an aerosol, or something similar.
#InsulateBritain #JeremyVine https://t.co/YFO1Kd4Nvv",1
"@rachaelvenables @LBC Unlike the selfish members of #InsulateBritain, I do not want to waste our public services, but let's hope the judge does the right thing and rules that jail time for them is the right, and necessary, action.","(1/2) ""Sentenced Insulate Britain activist vows hunger strike as eco-group pushes for further protest (https://t.co/gs3qlY0QeW via @mailplus) 

#InsulateBritain #InsulateBritainLoonies @InsulateLove @ExtinctionR #ExtinctionRebellion",0
"@LarchMaxey @InsulateLove Should be locked up for life, weirdos all of them #InsulateBritain","There's nothing else left but to rebel against the people in power
Mass Civil disobedience and peaceful  but persistent disruption
#DirectAction 
#InsulateBritain https://t.co/pZqdfichlc",0
#InsulateBritain So pleased to see these protestors jailed. Just wish they were in the clink for much longer. Paul in Oxford.,@GBNEWS Enjoy jail 👍🏻 #media #politics #InsulateBritain,1
"@TrueMythocracy @endhunting @InsulateLove ""Its amazing how many people welcome fascism/authoritarianism so long as its directed at someone else ... this time""

Very true.
We have seen that time after time and in so many vile and aggressive ways from Corbyn's thugs.
#InsulateBritain","Small point but sick of hearing the simplistic statements about heat pumps. Unless premises is fully insulated everywhere, crucially that includes the floor, they won’t work. We need more detail on how to achieve them, not generalisms. #COP26Glasgow #NetZero #InsulateBritain",1
"@BThroughParty https://t.co/fcvm5HjlWO

Comparing the way #InsulateBritain are being penalised for trying to save the world, to the way #ToryCorruption is going largely unpunished.","Predictable sneering from right wing puppet Ian Dale against climate change activists.

History will judge him and @LBC harshly.

#InsulateBritain #COP26 https://t.co/l4Wk2LdoOr",1
"@scoobs57 @DuncanTeabag Give Duncan a break.
The only argument their fans have is lying. If he can't lie about why the #Thug9 are jailed, he would have to admit that both #InsulateBritain and his support for them are wrong.","Yes there may always be protests. Yet if those governments @Conservatives that take vat, tax, quantitative easing (unconventional), left over inheritance and squander it on sleaze maybe more people should protest. #ExtinctionRebellion #reparationRebellion #InsulateBritain @GMB https://t.co/BjeUUBbBWC",0
"Compare #OwenPaterson's and #JacobReesMogg's light-handed treatment over their #corruption and #sleaze, to the clearly excessive punishment dished out to #InsulateBritain protesters, and you see oligarchy in action.
#Newblog
#TorySleaze #ToryCorruption
https://t.co/IbQ4ckQSxF","Hate directed towards #InsulateBritain is 🤪

Ask yourselves what you're doing to:
- publicise #ClimateEmergency
- protest against Govt quietly removing #GreenGrants
- demand Govt stop #Cambo
- stop Govt #GreenWashing #Drax
Instead thank brave @InsulateLove 

#COP26 #C4News #PMQs https://t.co/ZEJzCNQkaf",1
"Nine #InsulateBritain protesters jailed for blocking road 
Seemed good idea at First tell meet cellmate 🤪 https://t.co/tWk60T47wW","All the really good people who give a shit are in jail?! #Assange, #CraigMurray, and now the #InsulateBritain 9. Makes you think does it not? 
https://t.co/gnBrdRPH1A",0
"Just heard they’ve reached a draft deal at #COP26Glasgow   That’s bound to piss of the #InsulateBritain mob, I think they’re trying to get rid of drafts?",When did Martin Luther King break the law ????? 😳#insulateBritain Non compliance? boycottibg a bus service.? Marching down a street.? Non of these are illegal. Don't seek to ally yourselves with a great man when you stain his name. 🙄,1
"Why do so many source biased, ignorant information about #InsulateBritain demands fr Twitter trolls &amp; breakfast tv when their website’s clear information on the multi-benefits of insulating old housing stock &amp; the existential threat facing us explains all? https://t.co/DpaxKb7xH7 https://t.co/rrjcI2kZSS","I hope their prison cells are insulated! 😏 #insulatebritain 

Nine Insulate Britain activists jailed for breaching injunction to prevent road blockades | UK News | Sky News https://t.co/jwx8A7IAu4",0
Solidarity with the IB Nine.  Climate prisoners  #InsulateBritain   #TellTheTruth https://t.co/2WeNyRDmRi,"#InsulateBritain didn't inconvenience lives, compared to inconvenience caused by #ClimateCrisis, #NHS_Cuts or #Covid_19. Don't see any of the cause of those jailed.",1
Turn off the heating and let them freeze. Haha you plebs 🤣 Merry jailbird crimbo to you 🤣🤣🤣 #InsulateBritain,@GMB it’s the fake tears for me this morning 🙄 #InsulateBritain,1
"@GBNEWS Some ask …..
Why do these morally superior, hypersensitive, narcissistic individuals who are uninterested in any opinions other than their own think they can terrorise the public without repercussion …
Longer sentences #InsulateBritain #EcoTerrorist https://t.co/V3Yik6VhxH",So the #insulatebritain woman sent to prison yesterday and now on hunger strike is the same 1 who drove 88k miles around the world                Insulate Britain eco-zealot goes on HUNGER STRIKE in jail https://t.co/9GDHo0vRD8,1
#InsulateBritain protestors jailed. Do they have central heating in prisons?,"@BorisJohnson @COP26 You've wasted your majority like a drunken lottery winner. It's astonishing, given the size of your majority, how utterly useless this govt is. Can't stop illegals, won't arrest climate terrorists like #InsulateBritain, &amp; faffs around with a farcical climate conference instead.",1
"@endhunting An important poem, but oddly that poem says nothing about it being wrong to support prison sentences for selfish reckless thugs like the criminals from #InsulateBritain","Once again, hugely disappointed at this pitifully weak sentencing. A country which cannot defend itself is not worth defending. #insulatebritain https://t.co/EN0Ld3ZlY4",1
Solidarity with #InsulateBritain! You don't have to agree with every aspect of their tactics to know what they're doing is brave and the response has been unjust https://t.co/Zh0yrkTbd6,"Harsh - my colleagues only got a fortnight inside for breaching anti-trespass injunctions at Twyford Down, pretty much the same sort of offence #InsulateBritain committed. It will only inspire others until we do insulate Britain, esp after the #COP26 farce. https://t.co/WDzZ6KC18O",1
@SamSimp5354 Actually most of the country is in favour of acting on the #ClimateEmergency - it's mostly the Government who are still keen to keep wasting resources. #InsulateBritain #ActOnClimate #ActNow,"@LouisStephen Hold on, I thought it was only #InsulateBritain that caused deaths and distress by holding up traffic. But it's actually traffic itself that is the culprit. https://t.co/9xq6627A8r",1
@GMB @DawnNeesom We should be saying THANK YOU to all involved in #InsulateBritain Not attacking them,"@Antipolluters @MetroUK They're just attention-seekers with nothing better to do. I completely agree with @toryboypierce on this. And most of them, like this couple, can clearly afford to carry on like they do. Other people have to work for a living #jeremyvine #InsulateBritain",0
"I’ve never been to prison but I should imagine arriving at a one in tears after announcing you’re shitting yourself is not a good look at all. 
He needs to man up up quick and get bad. 
 Take some tips from Richard Pryor. 
#StirCrazy 
#InsulateBritain 

https://t.co/iwiWPk31NY https://t.co/QtqimhhbHb",I'd like to think that I'd have joined them had my kids left home already @mrjamesob. #InsulateBritain,0
"@GBNEWS I don't like being dictated to by a bunch of anarchists working outside of democracy. The major polluters are in China, Russia and India. Go hunger strike there. I #InsulateBritainLoonies #InsulateBritain",This clip is very emotional. These people are desperate.  They don't want to disrupt people's lives but they don't know what to do. I've yet to hear of a good reason why we shouldn't #InsulateBritain even if it's to stop us being dependent on Russian gas. https://t.co/i3CR6nvaf7,0
"Two things to do in London this Saturday:

1. Go to Royal Courts of Justice to protest the jail sentences of #InsulateBritain 

2. Go to Polish Embassy to protest the despicable way the EU and Belarus are treating human beings at the border 

Both called for 12 pm so plan well",@KwasiKwarteng @markjenkinsonmp @RollsRoyceUK Support the Local Electricity Bill and #InsulateBritain . Retrofit old houses and use ground source to turn local communities into electricity providers.  https://t.co/4EWitOsVtY,1
"Yes #InsulateBritain deserve Jail time, they've cost a life obstructing ambulances and stopped people getting jobs on top of the day to day business related fines ie fail to attend within given time frames.",The only time the mail usually leads with climate change is when they are attacking protesters. If only they gave this much coverage to the science. The younger generation will hold them personally accountable. ⏰ https://t.co/aRyvRwMabY #insulatebritain https://t.co/LTXJ5COI1C,1
"Well, this tit looks and sounds exactly how I expected an #InsulateBritain activist to. https://t.co/tziKwHRGCm",@agcolehamilton There’s nine spare slots in #InsulateBritain going if these green friends wish to jump ship. 3-6month contract .Team players only .Supply your own superglue or no more nails.Reflective PPE supplied. Pay by DWP .,1
@GBNEWS Dan gets his ass whipped by #InsulateBritain was funny.,"AnnoyING #PritiFascist @pritipatel every day.
Day 242
#Annoyance
#KillTheBill:#PoliceCrackdownBill/#PCSCbill

#ExtinctionRebellion⧖/#InsulateBritain😊🧱🥶
#ClimateStrike
#SaveGaia🌏🌍🌎

#SaveOurNHS🏥",1
#GMB Idiot in Oxford is DELUDED! Most average normal working class people are Glad the #InsulateBritain people have been put inside!!,#FreshAir by #ventilation (and #heat recovery) of all public buildings - a prerequisite for aims of @InsulateLove (#InsulateBritain) - is needed to tackle the #ClimateEmergency and to #EndCovid as well as impede future #pandemics. This must be paid for by #Wealth #redistribution. https://t.co/bTv64tgiem,0
"https://t.co/IvzXKV9ZrD [driving at people is a crime right? Should be arrested, not profiting from endangering people 😠] #ClimateCrisis #InsulateBritain",the idea that poor #taxpayers with no home fund improvements to those who do own homes is #InsulateBritain #ClimateChange,1
"#C4News, who spent weeks performatively being “very concerned” about Climate Change before #COP26 , now sneering, shouting “taxpayers money” and gloating at the jailing of #InsulateBritain protestors.","@welshroots @rachaelvenables @LBC ""#InsulateBritain protesters go to prison for principles""

Being selfish and reckless thugs is not a ""principle"" that any decent person would recognise.
Fortunately, the judge saw it that way too.",0
@gab_powell Great news. #InsulateBritain should all be locked up.,"#CorruptToriesOut #InsulateBritain Protestors being thrown in prison now, this is a Tin-Pot Dictator country.",0
"So you get a suspended sentence for assault or burglary, but get imprisoned for standing up for the planet? These people have given more to fight climate change than any of the fat cats in govt ever will.

#oneaday #climate #InsulateBritain

https://t.co/O5pAnZjvbH","#InsulateBritain have been accused of causing chaos for commuters and school kids, and of snarling up ambulances. But in the face of the world’s most urgent crisis, direct and disruptive action might be most effective.

https://t.co/ajAoerDpvw",1
"@LSW12612672511 @MaizyDaizyZzzz Let's hope they get warm cells
#InsulateBritain","'These are your cell mates Tarquin. Funnily enough if you hadn't glued your face to the road and stopped all that traffic they'd have got away with the armed blagging!'
#InsulateBritain https://t.co/cCVFjwhC6d",1
"Whilst I can appreciate the aims of #InsulateBritain, I will never support an organisation that results to such tactics. https://t.co/pRN6JxBUH4","I could understand if blocking roads was the only way to protest, but it isn't.  Plus...

...eco protester Smart and her husband drove 80,975 miles in 858 days in an 18-year-old [diesel] Toyota during the world tour from 2012 to 2016.😬

#InsulateBritain 

https://t.co/wznJ4kmRfN",1
"#InsulateBritain releases a statement that anyone who doesn't join them in blocking roads is ""a bystander... complicit in enabling genocide"".

Where does rhetoric go from here?
https://t.co/Nm1YdBSBbE","@bearwitness2019 6 months for sitting in a road in the ""cradle of democracy"" 😂 When do the gulags open? #InsulateBritain",0
"@mrchrisjohn They are criminals.
That is what the courts determined.
You lying about that is not the #Integrity you claim in your profile.
#InsulateBritain",All these #InsulateBritain protesters causing delays to emergency services #Terroristcells organising plots but a few people having a scrap at a football match doors come off joke this country #getyourhouseinorder https://t.co/X3AtPwbwib,1
#InsulateBritain activists could face jail for allegedly breaching injunctions designed to prevent disruptive protests https://t.co/hx88b2okby,"@PhillipaWindsor It is a very old propaganda trick for such thugs and criminals to try to deceive others by hijacking noble groups from history.

We all hope that the Thug 9, and the rest of #InsulateBritain, will some day overcome.
Overcome their arrogance and their ignorance.",1
"@NetZeroWatch So presumably, as you are purportedly supporting the poorest in society, you agree that insulation and #InsulateBritain have a case. No, thought not. It's all about delaying action in support of murderous fossil fuel capitalism.","Jailed protestor on hunger strike 

She’s spent her entire adult life trying to save wildlife &amp; protect the environment

Now the freedom to protest has been taken away from her, her prison hunger strike is the only way forward

#InsulateBritain 

https://t.co/ri9mjzJ2J1",1
"Contrary to what the judge says, these brave people are going to jail for attempting to PREVENT harm - the harm done to millions in fuel poverty in the UK &amp; all who suffer now &amp; in the future from climate catastrophe. Shame on our justice system. #InsulateBritain #Highway9 https://t.co/upC2q8YFQ2","@damiengayle Fantastic news!
The judge has done the right thing by jailing the Thug 9 from #InsulateBritain",0
"Just back from a hard day at work and absolutely chuffed to hear that #InsulateBritain layabouts have been jailed. These friendless, inconsiderate and counter productive soap dodgers add nothing to the true climate crisis debate many everyday people already support. Enjoy jail😉","@Foxtrot_Cop Worse than just silly.
Disrespectful.
Arrogant.
Selfish.
Ignorant.
...
Such deceitful comparisons do #InsulateBritain no good whatsoever.
They definitely do not help the environment either.",1
"@transitionlouth @bencsmoke @JKSteinberger Sure, Biff.

The #Thug9 from #InsulateBritain are not heroes.","Ploy by UK gov to institutionalise the UK rental market. Every property EPC C before 2025 NOT just landlords. With every planning application? Obligate all to #INSULATEBRITAIN WHY EVERY new home = heat pump.. No you'll piss off your donation mates! 
https://t.co/QYkg1pUCDh",0
Brilliant. He deserves it. I'll be opening a good one if the judge has the gumption to imprison the fanatical nuisance #InsulateBritain https://t.co/8em989iEED,Peter @ClimateHuman since you know the severity of the #ClimateEmergency you have a moral and ethical responsibility to act.Stop tweeting about it and throw your hat into the ring and engage in nonviolent direct action. Support #InsulateBritain on Nov 20th and Go sit in the road! https://t.co/Kmhxj2mSRR https://t.co/Ou9UJrMs4w,0
"@InsulateLove @bearwitness2019 As you can see, you have a massive support base, judging by all these comments. We're behind you, Insert Brain!

(Pointing and laughing at you, that is)

#insulatebritain #cult #brainless #deluded","@MPGeorgeEustice Minister, with only 94% of new build houses above EPC “C” level, increase standards &amp; efficiency and lower demand for #FossilFuels now. #ClimateActionNow #InsulateBritain",0
@DebraBe16141698 the nutter from #InsulateBritain and a dippy sqeaky voiced rude person by the name of Amy,"A good signal sent out. Right cause, diabolical tactics. That’s #insulatebritain https://t.co/OkSZdMM1ml",1
"@gbnews well challenged on #insulatebritain.
Tell Craig we don’t support his actions","@Ma1ick Thanks!

I am not qualified to say what made so many #InsulateBritain members thugs.
Many seem to have come from good homes, so that seems unlikely as a factor.
A lot are middle-aged, so perhaps the crazy stunts that are often associated with mid-life crises?
...",1
"❤️❤️❤️ It’s time to #InsulateBritain ❤️❤️❤️

#ActNow #RebelForLife #ClimateEmergency https://t.co/8Uh3v7ttQd","The #InsulateBritain ""protesters"" committed major criminal offences, again and again. Now they're going to jail. They thought they would be *insulated* from the consequences of their actions, just because they're #Woke. Wrong! I have to confess, I have zero sympathy for them.",0
Glue them to the prison walls! #InsulateBritain,"Someone should enlighten Andy Smith, the husband of a jailed #InsulateBritain nuisance as to what the term “ losing the dressing room” means lol!! #JeremyVine",1
"#insulatebritian how is this trending. for starters, the word Britain has been incorrectly spelt. maybe #InsulateBritain should be targeting school spelling classes instead of home insulation. #wednesdaythought #isitok #BrexitShambles #Wednesdayvibe #BBCBreakfast #bbcpm","No, no, no. #InsulateBritain are entitled lunatic twats who have caused a father to miss a job interview after being unemployed for a year, parents not being able to get their kids to school, and BLOCKING AMBULANCES.

THAT is an assault on civil liberties.

Sit down. https://t.co/82dJ77cNDw",1
"@IPolemikos Polemicist, you say?
One would never guess that from the hyperbole and convenient fictionalisation in such tweets.

The #Thug9 from @InsulateLove are in jail for their selfish and reckless vigilantism.
Justice was done today, fortunately.

#InsulateBritain #ActNow","This bloke on @GMB needs to get a grip of himself. I get his point, but Jesus to be absolutely breaking down over it is something else #GMB #InsulateBritain",1
@InsulateLove I'm sure Louis will have a birthday to remember with all his new friends on the inside.... #InsulateBritain #InsulatePrison https://t.co/AsxPm5Hcf7,"@marydonald4 @alexlockwood @grantshapps Insulate Britain demanded govt insulate social housing, the upkeep &amp; insulation of which is the duty of the state

People living in social housing are often elderly/poor &amp; need state help

Taxes are to help people in need not fund #ToryCorruption &amp; #TorySleaze

#InsulateBritain",0
